"Id","SalePrice"
2633,76903344
2634,144504064
2635,89333224
2636,92916568
2637,85763928
2638,88371856
2639,93034600
2640,86159120
2641,67019028
2642,79715720
2643,38707748
2644,36082320
2645,32748734
2646,30997616
2647,31697398
2648,47157224
2649,71144144
2650,35393400
2651,36424228
2652,134743312
2653,129018312
2654,103792040
2655,121165176
2656,117129496
2657,90296936
2658,110131064
2659,96212016
2660,102540080
2661,114077720
2662,121005288
2663,110951104
2664,61592436
2665,74237656
2666,65118312
2667,89417856
2668,89550720
2669,98202632
2670,102440600
2671,81922920
2672,42216728
2673,41843220
2674,42972288
2675,40698368
2676,82965136
2677,80902104
2678,105326656
2679,87882168
2680,88183488
2681,88896144
2682,93429992
2683,144222080
2684,93838904
2685,110662456
2686,106236664
2687,123189944
2688,94294920
2689,78281144
2690,113874048
2691,76665272
2692,71613752
2693,94420328
2694,106507248
2695,74457680
2696,72913128
2697,78354704
2698,83840424
2699,69136008
2700,68330944
2701,80752920
2702,79891712
2703,81458464
2704,81948920
2705,81154832
2706,75279000
2707,76639416
2708,105860616
2709,72235480
2710,77546312
2711,121301824
2712,100560400
2713,44818164
2714,37926708
2715,42233548
2716,49776812
2717,77820744
2718,70030640
2719,107337528
2720,88352488
2721,83373600
2722,80071560
2723,81561824
2724,74850032
2725,84484680
2726,83734616
2727,80267064
2728,90376048
2729,83377808
2730,92125296
2731,75526824
2732,84052200
2733,85150712
2734,94180144
2735,84101496
2736,85353800
2737,84737936
2738,81205712
2739,104552344
2740,83976936
2741,76903952
2742,84707072
2743,87432920
2744,87408344
2745,73512864
2746,103960016
2747,89337600
2748,71360224
2749,92806184
2750,109341840
2751,120866544
2752,163797408
2753,109162768
2754,172409664
2755,70636576
2756,87087128
2757,90503288
2758,64652016
2759,69946184
2760,94231728
2761,87600728
2762,83525736
2763,94499176
2764,98665744
2765,146226592
2766,102029504
2767,76243568
2768,78396768
2769,66817472
2770,68961448
2771,65453232
2772,66033348
2773,88870048
2774,85960984
2775,59037168
2776,84925248
2777,64472756
2778,46015848
2779,75264056
2780,71367752
2781,56360760
2782,66837740
2783,71649200
2784,59383152
2785,61984188
2786,69305056
2787,83511456
2788,57132436
2789,66179264
2790,60233424
2791,82451912
2792,51144816
2793,100557448
2794,60868872
2795,61551900
2796,95733832
2797,243986672
2798,89598704
2799,71132664
2800,78329600
2801,67074804
2802,103036592
2803,97467696
2804,162789952
2805,74293832
2806,53962636
2807,56757332
2808,94788952
2809,87599808
2810,79385600
2811,84868704
2812,67594136
2813,87745640
2814,78340568
2815,134529472
2816,157483472
2817,106065376
2818,90388560
2819,34278252
2820,83136080
2821,63342204
2822,155299792
2823,161599760
2824,99312160
2825,101556200
2826,89328640
2827,85099344
2828,106628376
2829,81736120
2830,96242392
2831,70352248
2832,111810976
2833,99315944
2834,95756040
2835,84095184
2836,83912912
2837,100709040
2838,106035696
2839,103969088
2840,79057328
2841,84263672
2842,111615152
2843,76494160
2844,89567192
2845,66906176
2846,88663120
2847,85561776
2848,94670976
2849,81353840
2850,94787560
2851,165944544
2852,98064776
2853,98243408
2854,48771452
2855,79825632
2856,79715448
2857,77929496
2858,79330312
2859,79360920
2860,71599696
2861,126780272
2862,70414192
2863,72632920
2864,98269408
2865,44730840
2866,39991512
2867,65346432
2868,73035568
2869,79959488
2870,127391424
2871,75935872
2872,70663240
2873,95852984
2874,93825144
2875,63678088
2876,67965032
2877,54274948
2878,84257384
2879,88693312
2880,61868052
2881,165436736
2882,104549200
2883,76711040
2884,103454744
2885,116620408
2886,128142544
2887,67762320
2888,67229008
2889,74375976
2890,64609060
2891,82295320
2892,99840816
2893,80559768
2894,75495040
2895,61714960
2896,48595428
2897,177632672
2898,78087208
2899,82271560
2900,93771896
2901,351719712
2902,75171040
2903,113889488
2904,99981208
2905,227595376
2906,68012888
2907,38944220
2908,86410184
2909,100686088
2910,28180260
2911,30314306
2912,109637864
2913,30615438
2914,30521208
2915,33205716
2916,32991170
2917,152403136
2918,88224832
2919,87816928
